Code,Class,Category,Rate,Unit,Assessed,Rate impost,Code of zone,Name of zone,Comments,-99
3800,Importers (General Merchant),,50,year,,,,,,-99
3901,Industrial Service Companies,Category A (eg. AEL. Taywood etc.),7000,year,,,,,,-99
3904,Industrial Service Companies,Category D ,1800,year,,,,,,-99
3906,Industrial Service Companies,Category F (Indegerious Mining Service),180,year,,,,,,-99
4001,Industrial Laboratory,Category A (Large Scale eg. SGS),1500,year,,,,,,-99
4101,Internet Services,Category A  5 or Less Machines,30,year,,,,,,-99
4102,Internet Services,Category B  6 - 9 Machines,40,year,,,,,,-99
4200,Key Cutters,,30,year,,,,,,-99
4301,Kiosks,    Kiosks(Urban),10,year,,,,,,-99
4302,Kiosks,    Kiosk ( Rural),5,year,,,,,,-99
4303,Kiosks,    Lotto Kiosk ,15,year,,,,,,-99
4501,Liquified Petroleum Gas Station,Category A Filling Station,150,year,,,,,,-99
4601,Lotto,Category A (Lotto Sellers),15,year,,,,,,-99
4602,Lotto,Category B (Lotto Agents),30,year,,,,,,-99
4701,Mobile Van Sales,Category A (General),40,year,,,,,,-99
4800,Medical Laboratory,,70,year,,,,,,-99
5001,Milling Machine,Category A(Corn/Palm-Kernel/Rice Mills etc.   ,15,year,,,,,,-99
5002,Milling Machine,Category B(   Vegetable Mill )  ,10,year,,,,,,-99
5101,Mineral Mining/Marketing Firms,Category A ( Goldfields / Tarkwa GSBPL),40000,year,,,,,,-99
5102,Mineral Mining/Marketing Firms,Category B (eg. Sankofa),13000,year,,,,,,-99
5103,Mineral Mining/Marketing Firms,Category C (Small Scale Mining - Mechanised),2500,year,,,,,,-99
5104,Mineral Mining/Marketing Firms,Category D (Small Scale Mining),350,year,,,,,,-99
5202,Metal Scrap Dealers,Category B,50,year,,,,,,-99
5301,Mineral Water Manufacturing,Category A (within the District),300,year,,,,,,-99
5400,Metal Aluminium Fabricatiors (Door/Windows),,70,year,,,,,,-99
5501,Mobile Phone Dealers,Category A  Mobile phone sales and repairs,70,year,,,,,,-99
5502,Mobile Phone Dealers,Category B  Mobile phone sales only,50,year,,,,,,-99
5503,Mobile Phone Dealers,Category C  Mobile phone repairs only,15,year,,,,,,-99
5504,Mobile Phone Dealers,Category D Phone Card Sellers,15,year,,,,,,-99
5603,Night Club,Night Club/Restaurant ,80,year,,,,,,-99
5701,Private Communication/Secretarial Services,Category A (All Services including Internet),60,year,,,,,,-99
5702,Private Communication/Secretarial Services,Category B (Telephone & Secretarial Services),40,year,,,,,,-99
5703,Private Communication/Secretarial Services,Category C ( Secretarial Services or Comm Centre),30,year,,,,,,-99
5901,Postal Service,Category A (eg. Ghana post Bogoso and Prestea Branch),50,year,,,,,,-99
6002,Petroleum Products/Retail Outlets,Category B (Shell /Total Station),600,year,,,,,,-99
6003,Petroleum Products/Retail Outlets,Category C (Filling Station/Surface Tanks),50,year,,,,,,-99
6102,Printing Press,Category B ,40,year,,,,,,-99
6202,Photography,Category B (Photo Studio),40,year,,,,,,-99
6303,Professional Services,iii  Engineering/Architectural,350,year,,,,,,-99
6401,Private Hospital/Clinic,Category A (Hospitals Aseda),350,year,,,,,,-99
6402,Private Hospital/Clinic,Category B (others St. Edwards),120,year,,,,,,-99
6403,Private Hospital/Clinic,Category C  (Homopathic Centres),100,year,,,,,,-99
6501,Processing of Mineral/mining Documents,Precious /other related Minerals,200,year,,,,,,-99
6502,Processing of Mineral/mining Documents,Non-Precious Minerals/others(sand stone etc),100,year,,,,,,-99
6601,Poultry,Category A,45,year,,,,,,-99
6602,Poultry,Category B,25,year,,,,,,-99
6701,Private Schools,Category A  (KG Primary and JHS),100,year,,,,,,-99
6702,Private Schools,Category B (KG and Primary or Primary and JHS),70,year,,,,,,-99
6703,Private Schools,Category C (Pre-School or Primary or JHS),40,year,,,,,,-99
6802,Palm Oil/kernel Processing  ,Category B (Commercial palm oil production),10,year,,,,,,-99
7301,Restaurants/Chop bars/Eating Houses),Category A (eg. Golden Hotel    etc),120,year,,,,,,-99
7302,Restaurants/Chop bars/Eating Houses),Category B (Rita's Lodge etc.) Restaurants,60,year,,,,,,-99
7303,Restaurants/Chop bars/Eating Houses),Category C (Chopbars-Urban),30,year,,,,,,-99
7304,Restaurants/Chop bars/Eating Houses),Category D (chopbars- Rural),20,year,,,,,,-99
7401,Renting of Property as Business,Canopies Tent Chairs Mattress etc,40,year,,,,,,-99
7500,Rubber/Cane Weavers,,15,year,,,,,,-99
7602,Record Studio/Sellers,Category B (Wayside - CD Audio & Video Cassettes),30,year,,,,,,-99
8001,Spare parts Sales Outlets,Category A (Stores),50,year,,,,,,-99
8002,Spare parts Sales Outlets,Category B (Table Top/Kiosk),30,year,,,,,,-99
8200,Susu Operators,,50,year,,,,,,-99
8401,Second Hand Clothing/Shoe ,Category A (Kiosk/ Stores),50,year,,,,,,-99
8402,Second Hand Clothing/Shoe ,Category B (Table Top),25,year,,,,,,-99
8600,Small Scale Mining Stone/Crusher,,100,year,,,,,,-99
8801,Timber Processing/Sales Outlets Sawnmills,Category A (Large Scale-Abuga),250,year,,,,,,-99
8802,Timber Processing/Sales Outlets Sawnmills,Category B (medium),100,year,,,,,,-99
8803,Timber Processing/Sales Outlets Sawnmills,Category C (Small Scale),80,year,,,,,,-99
8804,Timber Processing/Sales Outlets Sawnmills,Category D (Sawn timber sellers),50,year,,,,,,-99
8901,Telecom Service,Category A (eg. MTN/TIGO/Vodafone),4000,year,,,,,,-99
8902,Telecom Service,Category B (eg. ZAIN),4000,year,,,,,,-99
9001,Traditional Medical Practitioners,Category A (Large eg. Hans Advance etc ),70,year,,,,,,-99
9201,Tailoring/Dressmaking Shop,Category A (Industrial Mining Contractors),100,year,,,,,,-99
9202,Tailoring/Dressmaking Shop,Category B (General),10,year,,,,,,-99
9302,Tyres Dealers,Category B (Home Use),50,year,,,,,,-99
9400,Video House,,100,year,,,,,,-99
9500,Video Rentals/Libraries,,35,year,,,,,,-99
9600,Video camera operators,,40,year,,,,,,-99
9701,Vulcanizers,Category A(Machine),40,year,,,,,,-99
9702,Vulcanizers,Category B(Manual),15,year,,,,,,-99
9800,Warehouse (eg. Liner Antrak),,250,year,,,,,,-99
9900,Wax Print Retailer Shops,,25,year,,,,,,-99
